Timestamp,,What Engineering program are you in?,What year are you in?,What is your gender?  **We're asking this to discover any gender biases in our questions**,"Are you happy with what your program provides you with (i.e. courses, job opportunities, projects, etc.)",What kind of problems do you enjoy solving?,Would you consider yourself as being creative?,"What industry can you see yourself working in, in the future? Select all that apply.",How comfortable are you working in the outdoors?,What can you see yourself doing in the future?,How do you feel about group work? ,What high school class did you enjoy the most?,What high school class did you enjoy the least?,How do you feel about computer programming?,What type of club would you consider joining?,What type of club would you NOT want to join?,What project would you want to be a part of? ,What project do you find the least interesting?,"If you could only watch one TV show for the rest of your life, what would it be?","If engineering didn’t exist, what would you consider studying?",How do you feel about working with expensive equipment?,How would you describe your drawing abilities?,You have an assignment to write an essay about anything you want. How does that make you feel?,Skill testing question: what is (4+2)x2 ?,What was the extent of your programming experience prior to entering Engineering at the University of Waterloo?
1/16/2020 23:27:15,uwaterloo.ca,Chemical Engineering,1st year,Male,Yes,Problems that require some investigation.,I am somewhat creative.,"Health (i.e. Creating technology for minimally invasive surgeries), Environment (i.e. Producing energy in sustainable ways), Manufacturing (i.e. Optimization or automation of manufacturing processes)",I love the outdoors and wish I could work outside every day.,Optimizing processes.,I enjoy working with others.,Biology,Language Arts,"I code, I enjoy it and I'm good at it.",Environment club (i.e. UW Energy Network),Art or design club (i.e. Fashion for Change),Creating a battery from recycled material.,Designing an Olympic village.,Planet Earth,Applied Science,That sounds cool!,I am not very good.,Annoyed. I would much rather be given a topic with clear instructions.,,
1/16/2020 11:53:27,uwaterloo.ca,Biomedical Engineering,2nd year,Female,Yes,Problems that require some investigation.,I am somewhat creative.,"Business (i.e. Starting your own consulting company), Health (i.e. Creating technology for minimally invasive surgeries)",I love the outdoors and wish I could work outside every day.,Designing or building sensor based technology.,I enjoy working with others.,Biology,History,I can code but it's not my favourite thing to do.,Robotics club (i.e. UW Robotics Team),Autoshop club (i.e. Autonomoose Autonomous Car Club),Prototyping a musical instrument for children with a disability.,Building the world’s most powerful supercomputer.,Grey’s Anatomy,Applied Science,"Could be cool, but I don't really care about fancy equipment or how much it costs.",I am not very good.,A bit apprehensive. I get overwhelmed with so many options.,,
1/17/2020 11:26:57,edu.uwaterloo.ca,Architecture,1st year,Female,Yes,Problems that are well defined.,I am very creative.,Architecture (i.e. Designing a building taller than the CN Tower),"Working outside would be okay, but only for short periods of time.",Designing buildings.,I occasionally like working with others.,Math,Biology,I don't code but I am interested in trying it.,Environment club (i.e. UW Energy Network),Business club (i.e. UW Finance Association),Designing an Olympic village.,Designing an Olympic village.,Myth Busters,Environmental Studies,That sounds cool!,"Really good, I can draw just about anything.",A bit apprehensive. I get overwhelmed with so many options.,,
1/9/2020 18:52:58,uwaterloo.ca,Mechanical Engineering,1st year,Female,Yes,Problems that require some investigation.,I am very creative.,"Automotive (i.e. Designing a new autonomous car), Business (i.e. Starting your own consulting company), Manufacturing (i.e. Optimization or automation of manufacturing processes)","Working outside would be okay, but only for short periods of time.",Building things with moving parts.,I enjoy working with others.,Physics,Biology,I don't code but I am interested in trying it.,Autoshop club (i.e. Autonomoose Autonomous Car Club),Business club (i.e. UW Finance Association),Designing an Olympic village.,Programming a robot that can make you dinner.,Planet Earth,Math,That sounds cool!,"I am not the best, but I am not the worst.",Excited! I can share my theories with the world.,,
1/16/2020 12:09:27,uwaterloo.ca,Systems Design Engineering,3rd year,Female,Yes,Problems that are well defined.,I am somewhat creative.,"Environment (i.e. Producing energy in sustainable ways), Technology (i.e. Working with cloud based software)","Working outside would be okay, but only for short periods of time.",Improving the way we use the world's resources.,I occasionally like working with others.,Math,Biology,I can code but it's not my favourite thing to do.,Student council (i.e. Engineering Society),Consulting club (i.e. DECA),Prototyping a musical instrument for children with a disability.,Designing a water treatment system for Mars.,Grey’s Anatomy,Math,"Could be cool, but I don't really care about fancy equipment or how much it costs.","I am not the best, but I am not the worst.",Excited! I can share my theories with the world.,,
1/22/2020 3:17:08,uwaterloo.ca,Systems Design Engineering,3rd year,Female,Yes,Problems that require some investigation.,I am somewhat creative.,Technology (i.e. Working with cloud based software),"Working outside would be okay, but only for short periods of time.",Programming apps.,I occasionally like working with others.,Math,Language Arts,"I code, I enjoy it and I'm good at it.",Hacker club (i.e. UW Hacks),Autoshop club (i.e. Autonomoose Autonomous Car Club),Creating a battery from recycled material.,Designing a water treatment system for Mars.,Grey’s Anatomy,Applied Science,That scares me and I don't want to touch it.,I am not very good.,Annoyed. I would much rather be given a topic with clear instructions.,,
1/22/2020 10:09:26,uwaterloo.ca,Management Engineering,Alumnus,Female,No,Problems that require some investigation.,I am very creative.,"Business (i.e. Starting your own consulting company), Technology (i.e. Working with cloud based software)","Working outside would be okay, but only for short periods of time.",Optimizing processes.,I enjoy working with others.,Math,Chemistry,I can code but it's not my favourite thing to do.,Student council (i.e. Engineering Society),Autoshop club (i.e. Autonomoose Autonomous Car Club),Optimizing the Uber Pool routes.,Prototyping a musical instrument for children with a disability.,Big Bang Theory,Business,"Could be cool, but I don't really care about fancy equipment or how much it costs.","Really good, I can draw just about anything.",Excited! I can share my theories with the world.,,
12/12/2019 0:54:50,uwaterloo.ca,Management Engineering,1st year,Female,No,Problems that require some investigation.,I am somewhat creative.,"Architecture (i.e. Designing a building taller than the CN Tower), Automotive (i.e. Designing a new autonomous car), Health (i.e. Creating technology for minimally invasive surgeries), Manufacturing (i.e. Optimization or automation of manufacturing processes), Technology (i.e. Working with cloud based software)","Working outside would be okay, but only for short periods of time.",Programming apps.,I occasionally like working with others.,Computer Science,History,I can code but it's not my favourite thing to do.,Autoshop club (i.e. Autonomoose Autonomous Car Club),Business club (i.e. UW Finance Association),Optimizing the Uber Pool routes.,Designing a water treatment system for Mars.,Planet Earth,Computer Science,That sounds cool!,I am not very good.,Annoyed. I would much rather be given a topic with clear instructions.,,
12/13/2019 17:32:25,uwaterloo.ca,Management Engineering,3rd year,Male,Yes,Problems with very limited information.,I am somewhat creative.,"Automotive (i.e. Designing a new autonomous car), Manufacturing (i.e. Optimization or automation of manufacturing processes), Technology (i.e. Working with cloud based software)",I would rather work inside.,Programming apps.,I enjoy working with others.,Language Arts,Visual Arts,"I code, I enjoy it and I'm good at it.",Autoshop club (i.e. Autonomoose Autonomous Car Club),Student council (i.e. Engineering Society),Optimizing the Uber Pool routes.,Designing an Olympic village.,Breaking Bad,Computer Science,That sounds cool!,I am not very good.,Excited! I can share my theories with the world.,,
1/16/2020 11:26:20,edu.uwaterloo.ca,Architecture,1st year,Female,Yes,Problems that require some investigation.,I am somewhat creative.,"Architecture (i.e. Designing a building taller than the CN Tower), Business (i.e. Starting your own consulting company), Construction (i.e. Building a smart city)","Working outside would be okay, but only for short periods of time.",Designing buildings.,I occasionally like working with others.,Language Arts,Physics,I don't code but I am interested in trying it.,Consulting club (i.e. DECA),Business club (i.e. UW Finance Association),Designing an Olympic village.,Designing a water treatment system for Mars.,Myth Busters,English Literature,"Could be cool, but I don't really care about fancy equipment or how much it costs.","I am not the best, but I am not the worst.",Excited! I can share my theories with the world.,,
1/16/2020 15:16:11,edu.uwaterloo.ca,Electrical Engineering,1st year,Male,Yes,Problems that require some investigation.,I am very creative.,"Automotive (i.e. Designing a new autonomous car), Environment (i.e. Producing energy in sustainable ways), Manufacturing (i.e. Optimization or automation of manufacturing processes)",I love the outdoors and wish I could work outside every day.,Building things with moving parts.,I enjoy working with others.,Physics,History,I can code but it's not my favourite thing to do.,Robotics club (i.e. UW Robotics Team),Consulting club (i.e. DECA),Building the world’s most powerful supercomputer.,Designing an Olympic village.,Breaking Bad,Math,That sounds cool!,"I am not the best, but I am not the worst.",Excited! I can share my theories with the world.,,
1/17/2020 23:15:00,edu.uwaterloo.ca,Electrical Engineering,1st year,Male,Yes,Problems that require some investigation.,I am very creative.,"Automotive (i.e. Designing a new autonomous car), Environment (i.e. Producing energy in sustainable ways), Manufacturing (i.e. Optimization or automation of manufacturing processes)",I love the outdoors and wish I could work outside every day.,Building things with moving parts.,I enjoy working with others.,Physics,History,I can code but it's not my favourite thing to do.,Robotics club (i.e. UW Robotics Team),Consulting club (i.e. DECA),Building the world’s most powerful supercomputer.,Designing an Olympic village.,Breaking Bad,Math,That sounds cool!,"I am not the best, but I am not the worst.",Excited! I can share my theories with the world.,,
